ELECTION.TYPE ELECTION;LEL.NUM DEPOT;LEL.SIGLE;LEL.LIBELLE COURT;LEL.LIBELLE LONG;CND.CIVILITE;CND.NOM;CND.PRENOM;CND.NOM PSEUDO;CND.PRENOM PSEUDO
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;PAGANI;Rémy;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;WENGER;Saliha;-;Salika
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ZAUGG;Christian;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;HALLER;Jocelyne;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ENILINE;Alexander;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;CRUCHON;Pablo;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;VALENTINO;Stéphanie;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BURGERMEISTER;Jean;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;ECUYER;Hélène;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ISSOM;David-Zacharie;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;OSSMANN;Sekna;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;NYFFELER BATOU;Françoise;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;JANUZI;Bashkim;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ECUYER;Sébastien;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;OVETT BONDI;Davinia;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;JIMENEZ;Jean-Daniel;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ECUYER;Annick;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;PERADOTTO;Julie;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;MANRÍQUEZ;Matías;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ZEHFUS;Yves;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ZAUGG;Daniel;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;PEREZ;Maria;-;Lou
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;SCHNEBLI;Tobias;-;Tobia
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;MISSOH DZIKUNOO;Massan;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;MARTENOT;Aude;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;VANEK;Pierre;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;CLEMENT;Patrice;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;PREZIOSO BATOU;Stefania;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;ESAKI KABEYA;Elisabeth;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;LANGFORD;Pia;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;VINCENT;Michel;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;RUMPCZYK;Delphine;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;SALM DARBOE;Karijn;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ANDENMATTEN;David;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;SCHMID;Audrey;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;GUEVARA;Francisco;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BATOU;Jean;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;STEBLER GUENAT;Henriette;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;EDJEOU;Corinne;BUNTSCHU;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;ZAUGG;Cecilia;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BAUD;Olivier;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;ZBINDEN;Livia;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;ROSSEL;Pascal;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BAYENET;Pierre;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;BAILAT;Ariane;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;MAILLEFER;Denise;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;MEIERHOFER MANYAGOUA BOUMTCHÉ;Charlotte;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;BLANCHET;Marjo;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;MARTI;Werner;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;KHAOUCHI;Corinne;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;BOLAY ROBIN;Stéphanie;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BLANCO;Luis;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;MAMIN;François;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;DE MELO MARCELINO;Amélia;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BOUZID;Mohamed;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;BOUJEMAA;Sanae;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;GALLAND;Eduardo;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;JELK;Andrée;JELK-PEILA;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;CASTRO;Gloria;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;CAMELO;Alfredo;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;NOETZLIN;Simon;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;DURAKU;Fitore;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;DURAKU;Edon;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;FERREIRA;Elisabeth;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;CHRISTINAT;Jean-David;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;GERARDO FÉLIZ GRUBI;Ynes;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;CARLO;Xavier;-;-
GC;1;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;SAHIN;Gazi;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;HODGERS;Antonio;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;DE CHASTONAY;Marjorie;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;ROCHAT;Yvan;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;PERLER;Frédérique;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BUSCHBECK;Mathias;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;LEFORT;François;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;LEONELLI;Katia;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;MACCHIAVELLI;Marta;-;Marta Julia
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;MAKOSSO;William;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;MARTIN;David;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;MÜLLER SONTAG;Corinne;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;NICOLET-DIT-FELIX;Julien;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;NOËL;Philippe;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;ORIOLO;Alessandra;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;OZTÜRK;Dilara;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;PASQUIER;Isabelle;PASQUIER-EICHENBERGER;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;POGET;Philippe;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;QUIJANO GARCIA;Maria;-;Maria José
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;RODRIGUEZ;Mario;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;ROGG;Catharina;-;Olowine
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;ROSSIAUD;Jean;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;SAA BAUD;Yubitza;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;SCHALK;Antoine;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;SCHAUFELBERGER;Esther;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;SORDET;Adrienne;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;TALEGHANI;Majid;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;TCHAMKERTEN;Jolanka;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;TIGUEMOUNINE;Sabine;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;TINGUELY;Dominique;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;TSCHUDI;Paloma;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;VAN WOERDEN;Wendy;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;VEIGA ARIAS;Damian;VEIGA LÖFFEL;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;WISARD PRADO;Leyma;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;YUNUS EBENER;Mariam;-;Maryam
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;AMATO;Maurice;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;AMSELLEM;Benedicte;AMSELLEM-OSSIPOW;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;ARDIZZONE;Ivan;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;AZZABI;Omar;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;BÄNZIGER;Ruth;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;BARCIELA VILLAR;Ana;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BAVAREL;Christian;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BOCCARD;Damien;-;Damien Baptiste
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BONNY;Didier;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;BONVIN BONFANTI;Anne;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BUCHER;Denis;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;BUENZOD;Christian;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;BUI;Aurore;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;CABITZA;Marina;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;CALAME;Boris;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;CALAME;Fabrice;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;CHAUDIEU;Anne;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;CONCHA;Celtia;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;CORPATAUX;Laurence;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DALPHIN;Marc;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DE FELICE;Nicolas;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;DE MAIO;Sara;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DE MATTEIS;Yves;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DE ROUGEMONT;Philippe;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;DESBIOLLES;Sophie;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;DESCOMBES;Isabelle;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DUJOUX;Valentin;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;DUPUIS;Renaud;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;EBENER;Christophe;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;ECKERT;Pierre;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;FISCHER;Fabienne;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;FREYMOND;Pascal;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;GEOFFROY;Elias;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;GOMEZ;Alfonso;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;HAAS;François;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;HARTMANN;Esther;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;HEBERLEIN SIMONETT;Claudia;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;HERREN;Yves;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;KHAMIS VANNINI;Uzma;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;KLOPFENSTEIN BROGGINI;Delphine;-;-
GC;2;VERT;LES VERTS;LES VERTS;Monsieur;KÜNDIG;Ralph;-;-
GC;2;VERT;LES VERTS;LES VERTS;Madame;LATOUR;Sabine;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;EMERY-TORRACINTA;Anne;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;APOTHÉLOZ;Thierry;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;SALERNO;Sandrine;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;DE SAINTE-MARIE;Romain;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;KAST;Carole-Anne;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;WENGER;Thomas;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;MARTI;Caroline;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;BANDLER;Marko;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;MOYARD MIZRAHI;Salima;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;DANDRÈS;Christian;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;VERISSIMO DE FREITAS;Helena;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;CARASSO;Grégoire;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;SOBANEK;Marion;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;THÉVOZ;Sylvain;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;CONTI;Jennifer;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;STAUB;Martin;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;VALIQUER GRECUCCIO;Nicole;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;RIELLE;Jean Charles;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;GAVILANES;Amanda;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;MIZRAHI;Cyril;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;CASARES;Maria Jesus;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;POMATTO;Michel;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;STRASSER;Léna;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;KOKOT;Guilhem;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;ROMANO;Maria;-;Maria Vittoria
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;MUSSA;Ahmed;-;Youniss
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;OSMANI;Xhevrie;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;ESTEBAN;Diego;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;BAILLON;Glenna;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;EYA NCHAMA;Cruz Melchor;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;BRANDRUP;Gladys;ACOSTA BRANDRUP;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;CHIARADONNA;Denis;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;LÜTHI;Badia;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;CLEMENCE;Nicolas;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;VATRE;Patricia;-;-
GC;3;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;ZIMMERMANN;Michel;-;-
